LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
1815106612022020080507285361578860,2,,,46,Room-in-roof insulation,"£1,500 - £2,700"
1815106612022020080507285361578860,3,,,6,Cavity wall insulation,"£500 - £1,500"
1815106612022020080507285361578860,4,,,58,Solid floor insulation,"£4,000 - £6,000"
1815106612022020080507285361578860,5,,,13,Upgrading heating controls,£350 - £450
1815106612022020080507285361578860,6,,,19,Solar water heating,"£4,000 - £6,000"
1815106612022020080507285361578860,7,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1815106612022020080507285361578860,8,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1807620172742020070215592874000828,1,,,19,Solar water heating,"£4,000 - £6,000"
1807620172742020070215592874000828,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1808732462062020070810375790488530,1,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1808732462062020070810375790488530,2,,,56,Replacement glazing units,"£1,000 - £1,400"
1816427142252020080723532524000874,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1816427142252020080723532524000874,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1816427142252020080723532524000874,3,,,35,Low energy lighting for all fixed outlets,£30
1816427142252020080723532524000874,4,,,19,Solar water heating,"£4,000 - £6,000"
1816427142252020080723532524000874,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1825247052962020091114525872698480,1,,,19,Solar water heating,"£4,000 - £6,000"
1825247052962020091114525872698480,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1814480526152020073013002122900873,1,,,61,High heat retention storage heaters and dual immersion cylinder,£400 - £600
1341052849202015071011212134752118,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1341052849202015071011212134752118,2,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1341052849202015071011212134752118,3,,,49,Heat recovery system for mixer showers,£585 - £725
1808348382942020070605444876000778,1,,,35,Low energy lighting for all fixed outlets,£45
1808348382942020070605444876000778,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1795554857032020032711562589278900,1,,,19,Solar water heating,"£4,000 - £6,000"
1795554857032020032711562589278900,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805312062942020062312403977002478,1,,,19,Solar water heating,"£4,000 - £6,000"
1805312062942020062312403977002478,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1797229412222020042710061230838860,1,,,19,Solar water heating,"£4,000 - £6,000"
1797229412222020042710061230838860,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1817962252142020081418084071109448,1,,,6,Cavity wall insulation,"£500 - £1,500"
1817962252142020081418084071109448,2,,,57,Suspended floor insulation,"£800 - £1,200"
1817962252142020081418084071109448,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1803728942702020061613210478009268,1,,,45,Flat roof insulation,"£850 - £1,500"
1803728942702020061613210478009268,2,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1803728942702020061613210478009268,3,,,61,High heat retention storage heaters and dual immersion cylinder,"£1,200 - £1,800"
1803728942702020061613210478009268,4,,,48,High performance external doors,"£1,000"
